-O0,4,1.72e-07
-O0,4,1.11e-07
-O0,4,5.9e-08
-O0,4,5.6e-08
-O0,4,5.5e-08
-O0,4,5.9e-08
-O0,4,5.6e-08
-O0,4,5.6e-08
-O0,4,5.8e-08
-O0,4,6.1e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.6e-08
-O0,4,5.8e-08
-O0,4,5.6e-08
-O0,4,5.3e-08
-O0,4,5.7e-08
-O0,4,5.6e-08
-O0,4,5.6e-08
-O0,4,5.3e-08
-O0,4,5.5e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.4e-08
-O0,4,5.9e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.2e-08
-O0,4,5.4e-08
-O0,4,5.3e-08
-O0,4,5.4e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.3e-08
-O0,4,5.4e-08
-O0,4,5.3e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.6e-08
-O0,4,5.5e-08
-O0,4,5.4e-08
-O0,4,5.2e-08
-O0,4,5.6e-08
-O0,4,5.5e-08
-O0,4,5.3e-08
-O0,4,5.3e-08
-O0,4,5.6e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.3e-08
-O0,4,5.4e-08
-O0,4,5.3e-08
-O0,4,5.3e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.3e-08
-O0,4,5.5e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.6e-08
-O0,4,5.4e-08
-O0,4,5.4e-08
-O0,4,5.5e-08
-O0,4,5.3e-08
-O0,4,5.3e-08
-O0,4,5.5e-08
-O0,4,5.5e-08
-O0,4,5.2e-08
-O0,4,5.3e-08
