-O0,1024,0.00413256
-O0,1024,0.00396482
-O0,1024,0.00266663
-O0,1024,0.00261419
-O0,1024,0.00260275
-O0,1024,0.00259826
-O0,1024,0.00258434
-O0,1024,0.00258439
-O0,1024,0.00258173
-O0,1024,0.00258657
-O0,1024,0.00257971
-O0,1024,0.00259281
-O0,1024,0.00258603
-O0,1024,0.00258715
-O0,1024,0.00259776
-O0,1024,0.00264309
-O0,1024,0.00258873
-O0,1024,0.00260299
-O0,1024,0.00271908
-O0,1024,0.00259073
-O0,1024,0.00258148
-O0,1024,0.00257896
-O0,1024,0.00258217
-O0,1024,0.00258766
-O0,1024,0.00258344
-O0,1024,0.00258226
-O0,1024,0.00258863
-O0,1024,0.00258534
-O0,1024,0.00258439
-O0,1024,0.00258606
-O0,1024,0.00259722
-O0,1024,0.00258172
-O0,1024,0.002584
-O0,1024,0.00258495
-O0,1024,0.00259481
-O0,1024,0.0025917
-O0,1024,0.00259392
-O0,1024,0.00259239
-O0,1024,0.00258937
-O0,1024,0.00258822
-O0,1024,0.0025855
-O0,1024,0.00259214
-O0,1024,0.00259537
-O0,1024,0.00259661
-O0,1024,0.00259727
-O0,1024,0.002591
-O0,1024,0.00260021
-O0,1024,0.00259183
-O0,1024,0.00259791
-O0,1024,0.00259314
-O0,1024,0.00259398
-O0,1024,0.00259538
-O0,1024,0.0025902
-O0,1024,0.0025862
-O0,1024,0.00259521
-O0,1024,0.00259131
-O0,1024,0.00259657
-O0,1024,0.00259492
-O0,1024,0.00258739
-O0,1024,0.00258757
-O0,1024,0.00259246
-O0,1024,0.00259077
-O0,1024,0.00258641
-O0,1024,0.0025926
-O0,1024,0.00258399
-O0,1024,0.0025847
-O0,1024,0.00259792
-O0,1024,0.00259363
-O0,1024,0.00258545
-O0,1024,0.00259069
-O0,1024,0.00258785
-O0,1024,0.00258562
-O0,1024,0.00258939
-O0,1024,0.002592
-O0,1024,0.00258609
-O0,1024,0.0025881
-O0,1024,0.00258267
-O0,1024,0.00257826
-O0,1024,0.00258177
-O0,1024,0.00259238
-O0,1024,0.00259324
-O0,1024,0.0025889
-O0,1024,0.00263474
-O0,1024,0.00267657
