-O0,4,2.45211
-O0,8,3.11815
-O0,16,3.02341
-O0,32,3.83864
-O0,64,4.12918
-O0,128,3.9119
-O0,256,3.13301
-O0,512,3.05456
-O0,1024,2.53493
-O0,2048,2.24805
-O0,4096,1.88454
-O1,4,4.2953
-O1,8,12.1615
-O1,16,19.7493
-O1,32,24.1374
-O1,64,24.6992
-O1,128,4.05892
-O1,256,3.42168
-O1,512,2.79467
-O1,1024,1.6354
-O1,2048,1.60416
-O1,4096,1.35743
-O2,4,4.84848
-O2,8,15.1929
-O2,16,24.0658
-O2,32,30.0183
-O2,64,32.4696
-O2,128,4.30552
-O2,256,3.38414
-O2,512,2.792
-O2,1024,1.68099
-O2,2048,1.58968
-O2,4096,1.33677
-O3,4,4.2953
-O3,8,12.3671
-O3,16,20.1001
-O3,32,23.9189
-O3,64,29.4626
-O3,128,4.5011
-O3,256,3.29074
-O3,512,2.73224
-O3,1024,1.64953
-O3,2048,1.57194
-O3,4096,1.35929
